tweet_text	cord_uid
Unionized nursing homes had a 30% lower #covid mortality rate and better PPE than non-unionized homes - because union-secured safety for staff also means safety for residents.	relolneg
Comprehensive analysis of mutations in the SARS-CoV-2 receptor-binding domain that impact interaction with polyclonal human plasma antibodies by	eczga3ur
Our new preprint is out. We discovered that a single dose of the current COVID-19 vaccines enhances the neutralizing antibody response in individuals who were previously infected, and that these antibodies possess neutralizing activity against B.1.351 and SARS-CoV-1.	cvbxv7h7
Critically for COVID it suppresses the expression of ACE2 and helps to prevent SARS-CoV-2 entering the cell. Consequently, it has been touted as a potential warrior in the war on COVID.	8brfph9v
no ones got a clear answer, but the cdc outright states in this study that all-cause mortality and non-covid-19 mortality are lower in vaccinated people and higher in unvaccinated people.  so a negative death rate?	q9bwvh0t
Sudden hearing impairment = #deafness after #pfizer #mrna #covid19vaccine has been reported in numerous countries including #israel	jc245v1o
Protection against infection waned from 53.4% a month after vaccination to 16.5% three months after vaccination. These results indicate that there is a substantial decline of vaccine effectiveness against the omicron variant of the third dose 👇🏼	os0sslxc
"🚨icmyi: more ba.2 news🚨a second study (this time from qatar) showing infection with one sub-lineage gives ""strong, but not full protection"" against reinfection from another  -ba.1 is 94.9% effective against ba.2 -ba.2 is 85.6% effective against ba.1"	5lb4ijtp
factors influencing covid-19 spread and simulation of proximity contact tracking methods	gvp58frm
Synergistic effects of toll-like receptor 1/2 and toll-like receptor 3 signaling triggering interleukin 12 gene expression in chikungunya virus-infected macrophages	smrtrxup
"""COVID toes"" are swollen discolored toes (and fingers) that were seen in areas with high incidence of COVID-19, but the cause is unknown. This new study by et al shows lack of correlation between COVID toes and SARS-CoV-2 infection."	x800xxj2
"In their attempts to be the ""ideal parent"" during the #covid19 pandemic, feelings of remorse can lead to poor well-being among parents trying to meet their children's needs."	tofdzh1u
yes, observing my non-diabetic patients reduce the carbs I see really positive changes to weight, bp, lipids, hba1c. nobody has really defined a mediterranean diet, but I think it's significantly about reducing processed carbs.	2cv0vuin
chloroquine is a potent inhibitor of SARS coronavirus transmission and spread	dgnddq80
"we argue: ""...geo-philosophical concepts, lessons learned from the covid-19 health crisis can inform the management of (some) climate change impacts in the next century."""	c8rgn7e9
High effectiveness of multi-layered controls for minimizing exposure to airborne pathogens.	3fiqpart
"""these results also indicate health professionals may leverage the pandemic to promote nicotine cessation or reduced use"" &lt;- tobacco control researchers being deceitful again. to stop people vaping, let's pretend it'll make them die of covid! #charlatans"	d9rd5392
"""variants emerged from the altered immune landscape of human populations are &gt;potent in evading neutralizing antibodies, from infection or💉, than pre-emergent sarbecoviruses naturally evolved in animal populations with no or &lt;immune selection pressure."""	zjpxfd7c
"i’m so relieved you’re turning the corner! more &amp; more studies showing risk in patients for autoimmune encephalitis and toxic metabolic encephalopathy. so relieved your experience was not so severe as to be hospitalized. 🙏"	w3m884ng
Here's the best evidence to date to show that 2 doses of the Pfizer vaccine is almost as effective against delta as it was against prior versions of COVID. Since the Moderna vaccine is very similar, this would very likely be true for that vaccine too.	5g02ykhi
Langley et al investigated COVID-19 challenges for foster parents who face uncertainty, grief even in non-pandemic periods. RPs mentioned worries about COVID-19 but also benefits of stay-at-home.	wrl7buxr
A substantial, well-done observational trial just discovered a significant mortality advantage for ondansetron in the treatment of covid-19  I believe this is a captivating case study in how we use observational research.	yuiej0ws
Our team has published real-world data on vaccine effectiveness against #sarscov2 variants in England. 2-dose VE after Pfizer vaccine was 93.7% against Alpha, 88.0% against Delta. For AZ vaccine, 74.5% against Alpha & 67.0% against Delta  👉	5g02ykhi
in several worst-affected countries (peru, ecuador, bolivia, mexico) the excess mortality was above 50% of the expected annual mortality. at the same time, in several other countries (australia, new zealand) mortality during the pandemic was below the usual	1ef8ac5c
this is why we need a face covering mandate now in arkansas.  it works to reduce spread!!!! #plosone: the introduction of a compulsory mask policy was associated with significantly reduced covid-19 case...	zycgczqy
"robust research demonstrates vaccine breakthrough cases of covid-19 exhibit less severe disease &amp; significantly lower viral loads (rna) detected for shorter durations. these findings suggest that vaccination is likely to decrease the risk of transmission to others (as anticipated)"	ecro0w9n
Effective immune responses to sars-cov-2 variants in older adults following mrna vaccination.	9y9lkt4x
A study published in a nutrition journal shows that the most critically ill COVID-19 patients have low vitamin C levels.	s245n3qw
"here is a more reliable source about child (&lt;18) mortality due to covid-19 estimated to be at 2/million english children. they are able to go into a bit of detail about specific risk factors, which has been difficult to study."	bgr4h7kn
5) the spike proteins, even at minimal amounts, are sufficient to trigger fusion of the cell bearing it with its nearby neighbor, causing both cells to die.	mwaegtlx
"1/4 i see #foxnewskills trending? but as i write in  it's that misinformation kills. misinformation = major reason why &gt;600,000 americans lost their lives from covid-19 due to defiance of masks, social distancing and now vaccines."	dlwwcryb
ivermectin trounces covid.... 82% reduced transmission...	1l4o9pko
Significant disparities in the number of children who lost primary or secondary caregivers to COVID across Scandinavian countries (h/t ). Figures below (differences persist even when adjusted for population).  🇸🇪Sweden 3500 🇩🇰Denmark 520 🇳🇴Norway 130 🇫🇮Finland 84  1/2	wzz5ioek
"""We presented evidence that RNA editing expedited SARS-CoV-2 evolution in humans. Collectively, our data imply that SARS-CoV-2 commandeers components of the host antiviral machinery to edit its genome and drive its evolution."""	222ci300
